account_age_days,total_orders,product_rating,discount_percent
1688,412,4.66,9.0
871,993,3.61,10.27
171,375,3.72,7.48
1868,837,1.8,12.86
275,830,4.72,7.2
1694,695,2.09,12.44
891,336,1.97,12.61
614,541,2.61,11.7
709,606,1.34,13.51
690,442,2.67,11.61
130,642,2.63,8.71
1471,587,1.24,13.66
864,582,3.98,9.74
1063,852,4.14,9.51
20,206,1.65,9.23
1356,425,3.3,10.71
1312,740,2.0,12.57
532,491,4.94,9.0
247,971,3.17,8.88
687,866,2.72,11.54
1252,878,1.26,13.63
1982,262,4.08,9.6
1178,886,4.9,9.0
1859,333,2.1,12.43
1873,593,4.77,9.0
1553,335,4.52,9.0
578,965,2.4,12.0
926,119,4.52,6.16
971,117,3.22,7.92
1679,530,2.09,12.44
1503,800,3.24,10.8
809,760,4.36,9.2
1012,446,4.17,9.47
805,384,4.29,9.3
1127,681,2.28,12.17
1705,141,2.54,9.74
1941,287,2.2,12.29
1218,354,1.81,12.84
919,658,4.45,9.07
1902,333,1.48,13.31
1837,693,2.03,12.53
11,391,3.32,6.77
871,270,3.74,10.09
680,783,3.07,11.04
1241,555,3.13,10.96
307,452,4.78,7.46
988,57,3.04,6.08
239,592,2.42,9.88
1055,884,1.37,13.47
1373,336,3.89,9.87
1017,810,3.84,9.94
1987,339,1.7,13.0
133,356,1.8,9.92
216,703,2.92,8.99
507,91,3.91,6.03
229,491,3.24,8.63
755,377,1.15,13.79
303,85,2.35,6.47
1388,929,4.56,9.0
1396,347,3.26,10.77
385,911,1.07,12.98
1687,859,1.13,13.81
755,874,1.24,13.66
541,685,3.83,9.96
1389,795,1.43,13.39
1571,93,3.4,6.83
1837,468,2.66,11.63
564,166,4.03,8.48
1446,178,3.38,9.83
80,19,2.48,3.0
439,829,4.01,9.21
1733,38,1.47,7.66
761,59,4.8,4.06
1836,4,1.74,6.08
1424,65,4.55,4.28
573,926,2.27,12.19
1212,63,4.54,4.2
386,663,2.03,11.62
1870,516,2.72,11.54
1409,700,2.26,12.2
949,496,1.43,13.39
921,537,3.55,10.36
1949,983,3.45,10.5
1360,19,3.43,4.19
224,924,4.72,6.79
471,747,4.91,8.77
1301,942,1.38,13.46
1530,750,1.35,13.5
1876,302,2.45,11.93
1688,321,1.11,13.84
31,903,2.6,7.96
1751,829,4.95,9.0
1127,390,3.22,10.83
1663,285,2.4,12.0
1793,716,2.59,11.73
197,568,1.4,11.0
1565,442,4.14,9.51
1564,47,1.16,8.42
1291,487,2.47,11.9
450,477,1.89,12.33
852,810,3.35,10.64
363,246,1.75,11.83
1487,161,2.05,11.14
1620,397,3.08,11.03
665,871,2.44,11.94
36,420,4.71,5.29
391,47,4.62,3.0
1509,111,2.2,9.17
205,850,1.55,10.85
1071,111,2.14,9.26
1724,639,4.73,9.0
1186,375,2.66,11.63
1155,181,1.95,11.98
434,413,4.25,8.83
584,86,4.58,5.01
233,139,3.05,6.8
153,939,3.08,8.25
223,997,1.95,10.43
1118,88,1.2,9.79
1288,486,1.39,13.44
1253,357,2.58,11.74
406,229,2.49,11.12
1992,785,3.92,9.83
1580,187,2.73,11.07
1388,956,3.91,9.84
1700,179,3.1,10.26
1595,811,1.64,13.09
130,434,1.52,10.3
262,394,3.16,9.01
1803,549,1.75,12.93
1284,386,4.82,9.0
57,956,1.61,9.58
450,224,2.58,11.34
280,553,2.97,9.43
758,663,2.59,11.73
1953,417,3.41,10.56
1201,502,2.35,12.07
985,328,1.62,13.11
561,192,1.04,13.66
1920,914,3.83,9.96
1049,38,1.92,7.02
1327,856,4.24,9.37
170,569,1.49,10.66
254,859,4.44,7.12
1219,265,2.26,12.2
1008,329,3.28,10.74
691,443,1.63,13.1
429,94,3.19,6.59
628,181,3.55,9.69
1202,403,2.85,11.36
1916,86,2.39,8.02
406,612,1.61,12.38
1895,593,3.66,10.2
1782,809,2.05,12.5
1630,641,2.17,12.33
1136,558,1.47,13.33
802,839,1.34,13.51
1848,954,2.19,12.3
1362,608,1.25,13.64
1670,979,4.27,9.33
1435,134,3.8,7.69
1214,833,4.45,9.07
1828,268,4.17,9.47
1267,577,3.06,11.06
285,488,1.3,11.85
914,872,2.73,11.53
1548,502,2.37,12.04
1839,97,4.21,5.81
1876,669,4.19,9.44
25,270,1.16,9.97
1883,2,4.93,3.0
670,473,2.65,11.64
660,948,2.21,12.27
486,64,4.04,4.79
1246,798,3.05,11.07
375,309,1.63,12.1
1882,165,3.41,9.33
674,127,3.04,8.53
1557,283,1.97,12.61
1517,433,4.06,9.63
847,394,3.94,9.8
1534,796,4.05,9.64
505,614,1.98,12.6
1944,464,2.25,12.21
1852,767,2.37,12.04
1891,840,4.77,9.0
376,914,4.29,8.31
991,156,3.83,8.42
377,836,3.56,9.36
1858,204,3.77,10.04
444,949,1.33,13.08
661,185,2.67,11.09
1760,797,2.41,11.99
131,553,4.77,6.05
1431,459,2.93,11.24
1500,165,1.52,12.03
1572,889,4.07,9.61
19,533,3.28,6.89
1077,436,4.02,9.69
1900,31,3.81,4.07
1293,229,3.38,10.6
1404,528,2.15,12.36
1505,218,3.86,9.91
834,365,4.0,9.71
1187,908,4.65,9.0
440,409,3.6,9.81
304,509,4.2,7.86
1171,897,3.28,10.74
1866,691,2.84,11.37
676,789,1.62,13.11
1786,621,2.39,12.01
952,310,3.82,9.97
1533,540,1.22,13.69
1576,522,2.82,11.4
863,706,4.76,9.0
1333,39,1.85,7.15
1088,740,2.11,12.41
198,325,3.54,7.96
613,195,3.86,9.74
190,326,1.91,10.22
661,970,3.94,9.8
1032,592,1.8,12.86
988,939,3.26,10.77
1452,728,3.26,10.77
1556,33,3.58,4.47
1597,325,1.38,13.46
1575,460,2.03,12.53
1301,908,2.68,11.6
1139,846,1.68,13.03
1992,539,3.69,10.16
727,49,3.41,5.27
751,496,4.18,9.46
443,342,1.22,13.23
1633,878,4.08,9.6
336,949,2.88,10.0
1326,393,3.19,10.87
242,855,2.84,9.31
253,888,4.24,7.4
1587,800,4.16,9.49
510,107,2.79,8.19
320,345,3.6,8.85
736,568,4.53,9.0
150,661,3.74,7.29
210,628,4.89,6.68
1598,974,3.54,10.37
328,564,2.54,10.42
1470,893,3.23,10.81
1914,823,2.54,11.8
367,19,3.89,3.0
685,390,4.52,9.0
1283,600,1.8,12.86
831,972,2.39,12.01
959,98,4.72,5.43
1904,923,2.14,12.37
1328,574,4.47,9.04
1429,91,1.13,10.0
640,79,2.59,7.49
1645,990,1.84,12.8
1881,662,2.86,11.34
1973,286,4.63,9.0
1650,354,2.07,12.47
1466,211,1.07,13.9
997,340,1.85,12.79
625,558,1.21,13.7
1501,869,4.43,9.1
493,601,1.34,13.46
638,225,4.44,9.09
1848,728,3.99,9.73
1849,710,1.55,13.21
1207,703,2.52,11.83
810,200,1.96,12.63
646,241,1.35,13.5
650,195,4.96,8.82
996,951,2.72,11.54
1739,371,2.73,11.53
654,184,3.01,10.57
731,112,1.29,10.51
342,320,1.92,11.42
902,145,2.59,9.8
459,108,2.44,8.39
1347,912,4.91,9.0
1784,956,1.34,13.51
630,836,2.28,12.17
575,149,4.64,7.22
1672,58,2.19,7.33
277,393,1.19,11.94
1041,848,1.25,13.64
51,496,2.15,8.77
503,582,1.13,13.81
1037,415,4.97,9.0
1890,282,3.57,10.33
1199,737,3.01,11.13
296,197,4.57,7.26
1557,671,2.58,11.74
96,799,1.04,10.71
1821,315,4.44,9.09
476,524,3.83,9.77
1204,930,2.93,11.24
1083,139,1.17,11.62
1261,182,3.96,9.14
825,165,4.91,7.77
1697,168,2.43,10.84
1596,800,2.99,11.16
776,853,1.05,13.93
1219,750,3.05,11.07
1691,192,3.4,10.29
1068,279,4.83,9.0
90,756,3.66,6.92
525,332,2.47,11.9
639,673,3.27,10.76
552,123,1.45,10.66
660,210,1.48,13.31
1859,336,1.96,12.63
1226,179,2.93,10.51
1496,719,2.17,12.33
1931,950,4.96,9.0
1258,926,2.24,12.23
1404,799,3.46,10.49
1616,621,3.67,10.19
1003,337,4.98,9.0
484,475,2.17,12.2
629,903,3.35,10.64
1550,834,4.64,9.0
1014,834,2.37,12.04
1398,658,2.77,11.47
99,841,2.0,9.36
1740,788,3.67,10.19
9,982,1.67,9.11
243,945,2.0,10.52
137,1,2.3,3.0
1265,726,1.9,12.71
159,632,3.24,8.07
447,56,1.09,8.41
253,381,1.57,11.21
1263,439,1.24,13.66
971,865,2.39,12.01
579,726,3.56,10.34
555,718,3.53,10.39
1925,398,1.72,12.97
581,271,3.37,10.61
776,133,3.18,8.54
873,74,2.4,7.59
559,958,2.05,12.5
265,950,4.66,7.12
719,244,3.66,10.2
759,176,3.49,9.6
1656,610,2.17,12.33
1666,820,2.1,12.43
1999,116,3.81,7.05
1912,930,4.83,9.0
1694,12,4.94,3.0
940,746,1.73,12.96
1083,976,4.76,9.0
162,448,3.54,7.67
40,798,1.5,9.61
1991,387,4.79,9.0
557,799,2.87,11.33
711,169,3.32,9.6
1276,455,3.01,11.13
875,892,3.54,10.37
1477,422,3.53,10.39
1325,943,3.22,10.83
403,356,3.4,9.8
1917,709,2.27,12.19
1506,895,4.47,9.04
1764,442,3.8,10.0
816,339,1.61,13.13
195,738,3.31,8.26
1436,835,3.63,10.24
906,375,4.1,9.57
1444,324,2.06,12.49
218,112,4.52,3.66
1372,748,2.63,11.67
926,408,1.51,13.27
860,922,1.92,12.69
1469,980,2.67,11.61
630,793,3.98,9.74
1292,720,4.61,9.0
935,740,3.64,10.23
1196,303,3.69,10.16
1347,435,4.96,9.0
1017,146,2.51,9.95
1108,429,1.73,12.96
1083,616,3.85,9.93
518,680,3.98,9.74
554,826,2.22,12.26
1126,540,5.0,9.0
39,977,4.41,5.44
5,440,2.5,7.9
662,159,2.14,10.94
609,992,3.05,11.07
1580,439,2.27,12.19
514,694,2.42,11.97
1504,756,2.98,11.17
823,439,1.66,13.06
1187,378,3.47,10.47
1998,895,1.51,13.27
218,993,4.45,6.82
345,187,4.37,7.49
511,478,4.29,9.3
1013,84,3.13,6.9
1110,850,3.71,10.13
759,371,3.32,10.69
1216,845,2.22,12.26
1559,191,4.58,8.68
327,538,4.05,8.26
1406,362,1.29,13.59
792,242,2.25,12.21
740,874,2.67,11.61
506,273,4.92,9.0
1980,199,1.71,12.95
51,283,2.05,8.91
1239,980,1.25,13.64
1824,488,3.11,10.99
939,582,2.07,12.47
312,419,2.55,10.28
1777,868,1.47,13.33
1997,283,2.79,11.44
1906,392,2.31,12.13
1373,758,2.81,11.41
1214,271,2.61,11.7
953,26,2.84,5.28
49,576,2.85,7.75
758,535,3.64,10.23
1585,363,2.63,11.67
825,450,3.89,9.87
1083,65,1.44,8.65
1300,836,1.17,13.76
1271,562,3.61,10.27
494,285,3.16,10.87
414,89,3.48,5.88
1586,976,2.35,12.07
1985,369,2.01,12.56
87,797,1.7,9.7
488,823,1.98,12.5
1178,110,3.14,7.79
802,63,3.83,5.16
139,702,2.6,8.83
912,29,1.05,7.94
1597,971,2.65,11.64
739,993,2.25,12.21
1760,765,2.58,11.74
865,558,1.49,13.3
1782,304,2.74,11.51
1843,344,2.75,11.5
1674,974,3.23,10.81
350,845,1.24,12.46
166,242,1.75,10.26
804,419,2.19,12.3
1277,85,3.0,7.12
918,145,1.17,11.83
1669,643,1.04,13.94
59,163,1.99,7.76
1001,921,3.78,10.03
1838,625,2.5,11.86
238,374,2.27,10.09
944,328,1.28,13.6
997,467,3.49,10.44
254,147,4.1,5.75
718,798,1.14,13.8
188,506,4.85,6.5
1831,963,3.73,10.1
923,472,4.33,9.24
542,869,1.48,13.31
157,951,1.53,10.5
308,346,2.61,10.16
1328,665,1.76,12.91
455,334,2.68,11.24
860,913,4.75,9.0
1497,993,1.9,12.71
1749,845,3.78,10.03
729,153,3.17,9.26
1717,489,3.73,10.1
1163,314,1.11,13.84
937,812,3.9,9.86
1493,690,1.41,13.41
429,208,3.39,10.02
1626,220,3.98,9.74
876,271,3.85,9.93
216,567,1.37,11.2
1649,926,1.1,13.86
988,846,3.2,10.86
1284,901,3.06,11.06
1717,339,4.59,9.0
1771,278,1.32,13.54
34,226,4.73,5.27
1961,890,1.79,12.87
1342,153,3.87,8.25
227,693,3.22,8.64
1807,81,3.11,6.82
39,260,2.78,7.77
955,27,2.39,5.96
201,387,2.27,9.79
912,785,2.62,11.69
1679,653,1.66,13.06
257,653,3.86,7.97
663,493,4.57,9.0
1043,128,2.41,9.47
1332,796,3.38,10.6
1897,445,1.84,12.8
672,840,4.84,9.0
1368,687,4.47,9.04
807,992,4.26,9.34
366,929,4.1,8.5
1732,586,2.23,12.24
1126,897,1.29,13.59
1751,882,2.73,11.53
1236,109,4.95,5.82
1388,226,2.19,12.3
484,364,2.0,12.44
877,832,4.83,9.0
113,970,1.94,9.56
1945,967,1.99,12.59
395,444,2.19,11.46
244,237,2.19,10.25
276,868,2.77,9.68
689,236,3.36,10.63
1982,586,3.13,10.96
1713,954,1.18,13.74
1356,90,3.85,6.08
574,487,3.58,10.31
1805,39,1.05,8.29
1038,433,3.9,9.86
1904,799,2.78,11.46
1810,920,2.95,11.21
1021,735,2.1,12.43
1799,109,1.29,10.4
1514,209,4.6,9.0
1015,865,4.56,9.0
1,906,3.63,6.25
89,995,2.19,9.01
686,676,1.82,12.83
1297,348,4.81,9.0
1568,710,3.29,10.73
1498,132,1.46,10.96
1796,337,1.52,13.26
620,773,1.38,13.46
548,313,1.15,13.79
1231,649,1.47,13.33
387,844,3.58,9.41
777,996,1.98,12.6
226,783,2.87,9.14
1350,702,4.6,9.0
1935,99,1.78,9.35
486,388,4.23,9.27
1223,393,3.52,10.4
112,371,3.59,7.2
696,292,1.68,13.03
342,349,3.78,8.76
911,333,1.32,13.54
1647,384,4.73,9.0
249,672,2.93,9.23
195,500,2.93,8.8
1592,898,3.39,10.59
1053,973,2.44,11.94
105,834,1.49,10.14
420,100,2.5,7.72
687,933,4.84,9.0
1020,381,2.66,11.63
141,892,2.48,9.01
524,634,4.73,9.0
363,612,2.25,11.12
803,924,4.14,9.51
605,193,1.04,13.7
682,275,4.34,9.23
1557,264,1.51,13.27
676,73,2.05,8.06
1683,415,4.75,9.0
1124,772,5.0,9.0
1549,909,4.44,9.09
1854,227,3.22,10.83
875,345,1.75,12.93
250,381,4.57,7.0
31,766,1.73,9.21
164,546,4.29,6.61
1535,822,1.88,12.74
1543,329,4.32,9.26
1676,832,2.51,11.84
166,80,3.5,3.56
542,732,3.21,10.84
124,821,1.41,10.41
210,321,4.45,6.75
1300,66,1.13,9.12
358,172,2.67,9.5
397,651,2.88,10.49
1015,246,4.91,9.0
980,785,4.38,9.17
261,11,1.1,5.33
952,663,3.75,10.07
924,356,2.85,11.36
593,269,4.57,9.0
536,114,2.72,8.53
936,790,1.46,13.34
1458,293,1.68,13.03
563,888,3.59,10.3
481,525,2.98,11.02
149,576,4.87,6.19
1843,190,1.53,12.89
746,189,1.3,13.19
1461,503,2.82,11.4
1885,331,2.11,12.41
93,428,3.1,7.74
700,999,4.94,9.0
1544,770,4.53,9.0
1775,225,3.01,11.13
511,870,2.14,12.37
96,83,3.04,3.76
1380,70,1.09,9.32
1687,588,4.12,9.54
785,658,1.43,13.39
281,538,1.74,11.19
1813,726,3.43,10.53
60,157,3.23,5.79
135,795,1.8,9.94
455,517,2.84,11.01
499,101,1.0,10.53
559,24,4.48,3.0
1556,499,3.89,9.87
1864,393,3.92,9.83
589,357,4.91,9.0
843,884,3.72,10.11
398,750,1.46,12.53
1867,262,3.96,9.77
799,626,2.48,11.89
316,287,1.51,11.8
1241,783,3.99,9.73
1931,577,2.77,11.47
1144,537,3.94,9.8
1699,454,2.62,11.69
565,75,3.33,6.3
703,572,3.53,10.39
870,823,1.94,12.66
1914,640,1.9,12.71
1603,616,1.48,13.31
1800,930,4.77,9.0
1500,164,1.22,12.43
274,653,2.07,10.66
672,660,4.51,9.0
1771,80,1.22,9.49
1598,705,2.43,11.96
1643,934,3.78,10.03
1858,476,2.67,11.61
1920,711,1.79,12.87
1696,717,1.84,12.8
471,161,4.98,7.4
985,960,1.98,12.6
310,520,4.75,7.48
1021,945,4.08,9.6
194,130,1.51,8.37
359,87,4.13,4.45
902,274,1.9,12.71
465,126,3.79,7.14
840,440,1.39,13.44
740,538,2.47,11.9
287,168,1.42,10.58
1015,215,4.12,9.54
1578,871,1.66,13.06
1781,580,3.29,10.73
1089,197,2.5,11.75
399,557,2.73,10.72
1319,812,3.1,11.0
530,216,4.53,9.0
559,250,2.99,11.16
263,772,2.24,10.33
1169,682,1.21,13.7
883,144,2.6,9.75
214,182,3.31,7.78
226,131,3.59,5.69
802,592,2.0,12.57
19,211,4.45,5.22
825,201,2.54,11.8
1491,779,4.22,9.4
339,704,3.03,9.81
868,62,2.63,6.84
1900,865,2.23,12.24
1948,717,2.0,12.57
1446,190,2.74,11.16
553,63,2.53,7.02
237,435,2.86,9.24
478,324,2.99,10.98
1918,738,1.06,13.91
109,506,1.47,10.2
1094,846,2.03,12.53
1572,395,2.41,11.99
906,913,2.83,11.39
735,849,2.26,12.2
1166,661,2.91,11.27
951,783,4.04,9.66
1082,39,2.18,6.68
1758,778,2.54,11.8
1180,738,1.14,13.8
1450,444,3.3,10.71
878,231,3.71,10.13
489,110,4.61,5.76
974,181,4.95,8.34
1096,146,3.48,8.57
330,192,4.81,7.36
1717,914,3.26,10.77
778,325,3.32,10.69
709,910,5.0,9.0
726,83,1.54,9.13
1967,876,4.93,9.0
1438,916,2.92,11.26
1014,519,4.96,9.0
1383,691,1.38,13.46
780,316,1.53,13.24
153,907,4.4,6.37
776,740,4.18,9.46
1256,115,1.6,10.17
1708,787,2.79,11.44
1755,385,3.54,10.37
770,992,3.27,10.76
821,99,2.68,8.06
1448,26,4.23,3.3
278,14,4.34,3.0
1425,521,3.86,9.91
645,41,3.62,4.69
736,216,4.43,9.1
711,57,4.42,4.11
695,739,4.97,9.0
395,240,3.39,9.75
95,790,3.99,6.49
1248,68,1.88,8.12
1968,15,3.3,4.24
850,868,4.16,9.49
1276,989,2.33,12.1
449,327,1.12,13.42
24,312,1.01,10.18
1182,494,1.43,13.39
395,366,2.68,10.76
1929,732,4.0,9.71
685,22,4.22,3.17
111,544,2.81,8.3
1167,520,3.24,10.8
1008,712,1.06,13.91
1257,207,4.34,9.23
1194,674,4.81,9.0
715,872,3.03,11.1
849,546,2.48,11.89
1051,443,3.17,10.9
885,686,2.17,12.33
548,482,3.13,10.96
1778,887,2.33,12.1
1355,486,2.57,11.76
1025,699,3.58,10.31
1288,886,4.28,9.31
324,518,4.5,7.59
510,580,2.39,12.01
131,76,2.74,4.22
1606,115,2.09,9.47
1182,946,2.3,12.14
951,794,2.2,12.29
703,371,1.63,13.1
109,236,1.25,10.51
541,7,3.83,3.2
733,812,2.56,11.77
958,847,1.26,13.63
1622,383,2.83,11.39
90,259,4.4,5.86
1775,237,4.52,9.0
822,391,3.36,10.63
447,583,3.52,9.98
1896,636,3.09,11.01
1511,396,4.31,9.27
149,107,4.02,3.62
737,16,2.5,5.42
1669,147,3.91,7.99
368,850,4.08,8.54
223,466,2.16,10.13
974,55,2.34,7.01
1082,553,4.75,9.0
567,664,3.07,11.04
985,325,4.62,9.0
514,218,4.01,9.7
1305,696,3.46,10.49
1071,927,1.44,13.37
388,237,1.05,13.03
1702,48,3.72,4.79
816,634,2.05,12.5
1151,362,1.4,13.43
1376,71,1.82,8.31
1089,736,2.68,11.6
585,101,1.17,10.29
782,79,3.25,6.55
825,355,2.14,12.37
166,730,4.17,6.8
1700,368,3.28,10.74
615,598,2.9,11.29
1964,849,3.72,10.11
1294,938,2.67,11.61
1742,605,1.28,13.6
1804,962,2.3,12.14
1083,677,1.51,13.27
1366,698,3.01,11.13
490,44,3.33,5.13
1800,629,3.55,10.36
904,500,3.58,10.31
1127,582,4.21,9.41
1653,877,1.75,12.93
1874,651,1.06,13.91
749,353,3.59,10.3
1596,510,2.03,12.53
471,806,2.8,11.2
761,640,4.23,9.39
883,573,3.89,9.87
1529,125,3.82,7.35
1827,317,3.67,10.19
1907,979,4.73,9.0
1932,538,3.71,10.13
262,476,4.62,7.1
794,686,1.02,13.97
1469,333,2.72,11.54
1643,386,2.47,11.9
385,35,1.26,6.93
622,617,3.33,10.67
1574,733,2.16,12.34
1810,104,2.04,9.15
134,711,4.3,6.36
1350,427,3.69,10.16
1498,936,1.37,13.47
1800,219,1.65,13.07
642,550,2.86,11.34
856,387,2.88,11.31
1306,807,4.14,9.51
1292,746,1.85,12.79
122,900,3.85,6.9
1077,558,1.84,12.8
312,255,3.67,8.68
763,461,3.76,10.06
1631,35,4.81,3.22
1071,62,4.49,4.18
49,898,4.63,5.39
1360,899,3.75,10.07
419,893,2.99,10.51
1431,653,3.93,9.81
363,71,4.71,3.39
22,646,4.25,5.53
231,66,2.53,4.97
1701,13,4.8,3.0
1143,849,4.6,9.0
743,25,3.99,3.6
1026,67,1.9,8.06
264,545,3.09,9.13
427,522,4.53,8.42
838,732,4.33,9.24
1065,385,4.48,9.03
1858,712,2.53,11.81
1187,813,1.79,12.87
1876,320,1.85,12.79
1791,832,3.39,10.59
256,978,1.57,11.23
1083,582,4.05,9.64
1141,837,4.73,9.0
1393,33,4.4,3.3
341,886,1.72,11.7
173,345,1.17,11.14
199,211,4.16,7.08
1877,859,4.8,9.0
187,157,1.0,9.99
1391,380,2.51,11.84
1170,83,3.57,6.23
1924,738,3.93,9.81
1141,273,3.67,10.19
1999,766,4.88,9.0
1475,431,2.8,11.43
593,726,2.75,11.5
1716,255,2.77,11.47
573,619,1.17,13.76
601,460,4.02,9.69
311,986,4.37,7.67
863,754,1.09,13.87
1086,79,4.1,5.34
1171,20,2.11,6.11
1832,37,4.68,3.3
156,211,4.82,6.25
645,956,2.81,11.41
1817,962,2.45,11.93
455,843,1.58,12.81
1109,995,1.41,13.41
61,132,4.05,3.75
703,844,1.02,13.97
595,937,4.21,9.41
899,153,3.74,8.44
379,193,1.14,12.59
1899,192,3.35,10.36
582,558,2.06,12.49
1128,139,2.54,9.66
1657,584,2.46,11.91
674,418,1.4,13.43
1950,187,3.35,10.19
1367,887,3.15,10.93
822,306,2.28,12.17
608,75,4.16,5.11
1004,298,4.88,9.0
1010,634,1.32,13.54
700,421,4.64,9.0
1590,738,2.09,12.44
1031,557,4.93,9.0
279,402,1.15,12.02
913,79,1.18,9.51
1416,139,1.13,11.68
246,733,2.61,9.67
138,773,1.44,10.48
1860,679,3.91,9.84
459,517,2.68,11.27
250,538,2.33,10.1
1995,74,3.71,5.72
1005,510,4.11,9.56
625,368,1.04,13.94
1890,181,2.74,10.85
135,763,2.64,8.74
1561,861,2.52,11.83
946,639,1.29,13.59
472,628,3.43,10.3
1415,603,2.75,11.5
905,835,1.67,13.04
139,167,1.75,8.89
465,739,2.5,11.58
910,856,1.67,13.04
753,599,2.81,11.41
1338,309,4.11,9.56
947,590,1.32,13.54
694,780,3.97,9.76
895,628,4.67,9.0
259,191,2.17,10.09
690,46,1.73,7.57
685,295,2.73,11.53
1688,415,3.12,10.97
88,292,2.51,8.55
1161,73,2.06,8.04
228,554,3.22,8.65
1348,103,2.91,7.88
1953,141,2.97,9.12
1528,514,4.33,9.24
1338,75,1.62,8.74
452,538,2.69,11.2
906,828,4.2,9.43
594,396,1.38,13.46
1516,598,2.04,12.51
1893,649,3.7,10.14
283,842,3.68,8.44
79,501,1.08,10.52
720,574,3.67,10.19
457,317,1.51,12.93
1068,289,3.59,10.3
537,347,2.06,12.49
669,31,2.42,6.06
1928,464,2.52,11.83
460,8,3.19,3.83
227,323,1.24,11.47
1160,244,4.79,9.0
1846,668,1.62,13.11
887,255,2.91,11.27
1672,837,3.05,11.07
142,702,3.34,7.79
1531,162,1.22,12.36
664,945,3.58,10.31
778,565,1.14,13.8
850,438,4.32,9.26
327,927,4.52,7.62
547,737,1.46,13.34
995,917,2.28,12.17
820,392,2.33,12.1
39,450,2.27,8.5
1878,967,4.62,9.0
1418,373,2.88,11.31
998,459,1.69,13.01
1063,622,2.74,11.51
1041,522,4.0,9.71
1829,459,3.72,10.11
566,637,4.3,9.29
460,801,2.68,11.28
490,839,3.34,10.58
1046,526,4.66,9.0
652,599,4.88,9.0
685,747,4.75,9.0
884,545,2.09,12.44
1647,491,1.44,13.37
1404,993,2.01,12.56
947,257,1.17,13.76
407,575,2.62,10.94
1990,461,3.41,10.56
270,523,2.34,10.25
1178,497,4.56,9.0
1764,504,4.73,9.0
988,336,3.57,10.33
717,923,4.74,9.0
126,347,2.26,9.21
1886,515,2.01,12.56
430,977,3.01,10.57
267,687,4.75,7.14
1800,199,1.71,12.95
78,32,3.48,3.0
969,372,3.57,10.33
1067,991,2.47,11.9
728,322,2.61,11.7
796,590,3.29,10.73
1829,331,3.91,9.84
51,877,1.2,10.12
1075,939,4.98,9.0
407,530,1.13,13.07
1828,544,2.15,12.36
1857,916,4.08,9.6
571,183,1.94,12.06
858,979,3.12,10.97
1527,791,2.19,12.3
154,590,4.15,6.73
1949,329,2.74,11.51
192,170,1.66,9.54
635,589,3.8,10.0
1032,428,1.56,13.2
644,96,2.48,8.25
1859,908,4.23,9.39
476,708,4.87,8.81
25,150,4.4,3.59
1646,257,3.28,10.74
784,487,2.43,11.96
1464,559,4.48,9.03
1612,480,1.44,13.37
260,506,3.81,8.07
57,442,2.27,8.64
1031,642,2.12,12.4
1655,853,3.45,10.5
443,39,1.72,6.88
366,814,3.56,9.27
190,530,1.58,10.69
1998,73,3.93,5.37
1161,996,3.25,10.79
1105,380,1.82,12.83
952,473,4.96,9.0
143,579,4.22,6.54
1961,479,2.2,12.29
407,507,1.18,13.0
1541,898,3.99,9.73
593,503,3.82,9.97
1709,429,1.46,13.34
1135,264,1.38,13.46
557,191,1.51,12.96
1846,641,1.13,13.81
590,915,1.31,13.56
1416,439,4.23,9.39
785,432,1.35,13.5
714,694,1.45,13.36
1113,330,3.68,10.17
1479,962,1.32,13.54
307,219,1.16,12.23
856,249,1.84,12.8
794,848,1.03,13.96
952,134,3.66,7.89
1497,88,3.12,7.05
1479,149,2.76,9.7
1532,589,1.51,13.27
1895,579,2.45,11.93
1281,59,4.27,4.39
1792,814,4.37,9.19
962,885,2.19,12.3
166,274,1.89,10.06
1501,10,2.65,4.99
1399,331,4.18,9.46
1063,244,4.15,9.5
707,957,1.46,13.34
1122,720,4.86,9.0
1980,840,2.25,12.21
274,566,1.83,11.01
889,808,2.9,11.29
936,251,4.56,9.0
1062,933,1.18,13.74
1246,631,4.79,9.0
1068,928,3.01,11.13
761,674,1.21,13.7
1849,961,3.42,10.54
47,855,3.4,6.95
1631,42,4.33,3.71
1311,543,3.68,10.17
280,898,2.04,10.75
1151,142,3.37,8.58
1961,919,2.52,11.83
1956,313,3.59,10.3
1752,251,1.47,13.33
199,732,2.85,8.95
40,538,2.99,7.48
1711,606,1.56,13.2
1233,521,4.33,9.24
873,379,3.68,10.17
1210,87,4.69,5.04
1003,701,4.37,9.19
1950,530,3.72,10.11
717,828,2.13,12.39
1563,712,2.06,12.49
421,574,3.72,9.48
1373,457,1.36,13.49
1465,978,2.29,12.16
1090,667,2.94,11.23
726,232,3.71,10.13
61,653,2.49,8.36
1177,534,4.92,9.0
1596,649,2.76,11.49
282,707,2.37,10.3
1343,680,2.09,12.44
1255,444,2.14,12.37
1941,290,3.46,10.49
1716,991,4.16,9.49
628,642,1.38,13.46
948,784,3.91,9.84
473,434,2.09,12.23
1513,128,3.61,7.75
438,910,1.28,13.1
612,985,2.35,12.07
1220,197,4.66,8.9
615,528,2.26,12.2
641,850,4.4,9.14
1652,338,1.9,12.71
993,424,3.48,10.46
254,430,3.31,8.73
902,521,4.77,9.0
1574,772,1.18,13.74
1314,976,4.25,9.36
198,146,2.21,7.97
934,869,2.02,12.54
